i want to leave you with one last thought .	最後我想留給各位一個想法 。
" yeah , both my parents are black .	「 是啊 , 我的雙親都是黑人 。
you had to do everything to get your phone .	你得要盡一切所能取得你的手機 。
what do you want your life to look like ?	你希望你的生活看起來像什麼樣子 ?
the other is obviously a computer mouse .	另一個是電腦滑鼠 。
and you might save a ton of money .	你可能會省下一噸的錢 。
and charles started not liking that .	查爾斯開始不喜歡這一點 。
wikipedia changed the world , too .	維基百科也改變了世界 。
let me show you what it looks like .	讓我給你們看看它看起來是什麼樣子 。
jc: it makes perfect sense to me .	jc:對我來說這是合理的 。
the question is: how do we do it ?	問題是:我們要怎麼做 ?
is migration really a choice ?	移民真的是個選擇嗎 ?
mb: i know , i know .	mb:我知道 。
this is a season of grace .	這是一季的恩典 。
we call those pulsars .	我們稱之為脈衝 。
anyone here want to be paid well ?	這裡有人想得到好薪水嗎 ?
how many followers have i gained ?	我得到了多少追隨者 ?
and this is the first stop along the line .	這是第一條路線的停車 。
so multilateralism works .	所以多元主義是行得通的 。
here comes the crazy moment .	這是瘋狂的時刻 。
and i think that's where we are .	我認為這是我們所處的地方 。
east to west , right ?	東到西方 , 對吧 ?
we tried to understand how we can help .	我們試著了解如何協助 。
so they would go and build huge structures .	所以他們會去建造巨大的結構 。
is that a difficult position for you ?	這對你來說是個困難的位置嗎 ?
well today , this is only a year later .	今天 , 只有一年後 。
it doesn't have a name yet .	它還沒有名字 。
it has weeping water right now .	現在它有水 。
they figure there must be more to it .	他們認為一定還有更多 。
and we're going to walk in .	我們要走進去 。
people applaud in delight .	大家都很開心 。
the female is flightless .	雌性是沒有飛行的 。
the second thing is , the health issue .	第二件事是 , 健康問題 。
the other , in nuances .	另一種 , 在細微的情況下 。
the negatives are gone .	負面消失了 。
len is an introvert .	鏡頭是內向的 。
so it allows it to roll .	所以它可以滾動 。
do you know what i wanted to be ?	你知道我想要做什麼嗎 ?
the mission didn't work .	這個任務沒有用 。
he'd been tortured .	他被折磨了 。
i ran through the numbers myself .	我自己經歷了數字 。
but it cannot do it alone .	但它不能獨自做到 。
but that , too , is not enough .	但那也不夠 。
this is the warp and weft .	這是溫暖和軟度 。
we opened women's learning center .	我們打開了女性學習中心 。
and it uses no fuel .	它不用燃料 。
they , too , are doing great work .	他們也在做很棒的工作 。
this is him on the screen .	這是他在螢幕上 。
and there's the sheep .	這是羊 。
so this is how you vote .	這就是你投票的方式 。
so i couldn't handle it .	所以我不能處理它 。
number three: property rights .	第三:財產權 。
these are absurdities .	這些是荒謬 。
the same is true of the political field .	政治領域也是如此 。
do you have a ring as well ?	你有戒指嗎 ?
there's more that can be done .	還有更多可以做的事 。
well , consciousness . "	嗯 , 意識 。 」
but then i started to realize something .	但接著 , 我開始意識到某件事 。
but it didn't work that way .	但這不是這樣運作的 。
it's too riskaverse .	它太高風險了 。
that's that's not true .	這不是真的 。
well why would i bother doing that ?	我為什麼要做這件事 ?
it's fed by . . .	它是由......
and why won't they do that ?	為什麼他們不會這樣做 ?
an invitation , a challenge ?	一個邀請 , 一個挑戰 ?
ab: and what month ?	ab:還有什麼月 ?
and finally , dogmatism .	最後 , 家庭主義 。
their rate is about 12 percent .	他們的比率大約是12% 。
how are you coping with the fear ?	你要如何處理恐懼 ?
it's such a beautiful little machine .	這是一台美麗的小機器 。
in 1975 , he lost again .	1975年 , 他又失去了 。
our experience is where we're from .	我們的經驗是我們的來源 。
they're more american than anything else .	他們比其他任何東西都美國人多 。
ok , how about some good news ?	好 , 那好消息呢 ?
gone , gone , gone .	沒了 , 沒了 , 沒了 。
so , what is the future of cities ?	那麼 , 城市的未來是什麼 ?
but , like , really crying .	但 , 真的很哭 。
why did we use that word , science ?	為什麼我們要用這個詞 , 科學 ?
they showed bloody gums .	他們展示了血腥的槍枝 。
of course this is how americans think .	當然 , 這是美國人的想法 。
there are different paradigms .	有不同的模式 。
this is my favorite one .	這是我最喜歡的 。
i believe he is selling hope .	我相信他在賣希望 。
and we see the mother in every being .	我們看到每個人中的母親 。
who just turned out the lights ? "	誰才剛發現燈光 ? 」
well , we got hundreds of ideas .	嗯 , 我們得到了數百個想法 。
salaam alaikum .	salaamablaikum 。
dr . adam neiman .	亞當·尼曼博士 。
it was the most in new york history .	這是紐約歷史上最多的 。
madison was astonished .	madison很驚訝 。
it has wonderful properties .	它有很棒的特性 。
i don't know anything about you .	我不知道你們有什麼 。
instead , we spend our time talking .	相反地 , 我們花時間在談話 。
number three: rally your allies .	第三:理財你的盟友 。
they were seeing something magical .	他們看到了神奇的東西 。
and yes , we africans can .	是的 , 我們非洲人可以 。
bmw is a pretty safe car .	bmw是一個很安全的汽車 。
but you know what happened to my country .	但你知道我的國家發生了什麼事 。
the children are at the table .	孩子們在桌子上 。
now each company handles it different ways .	現在每間公司都用不同的方式來處理它 。
we can push through that .	我們可以把它推過來 。
they seemed to speak to me .	他們似乎跟我說話 。
it is a biological computer .	這是一個生物電腦 。
we made this game in 2007 .	我們在2007年做了這個遊戲 。
it's cumulative .	它會累積 。
what would it take to change that ?	需要什麼才能改變呢 ?
so , that's the system .	這就是這個系統 。
somebody else has a design for it .	另一個人為此設計 。
really expedites the process .	這過程真的很興奮 。
and some came from england .	有些來自英國 。
" please , help me .	「 請幫我 。
she had to look like a man .	她必須看起來像個男人 。
it is a chess game .	這是個西洋棋遊戲 。
so it's time for change .	所以 , 該是改變的時候了 。
or did you get fired up ?	或者你被開除了嗎 ?
many want to be part of this .	很多人想要參與其中 。
they cannot prevent this .	他們無法預防這種狀況 。
there were two lines in it .	裡面有兩條線 。
it is also unstable .	這也是不穩定的
and so was darwin .	達爾文也是如此 。
there was no way they could win .	他們不可能贏 。
and we get a lot of that .	我們得到了很多 。
why do we want to do this ?	為什麼我們要這樣做 ?
you can use it at ted .	你可以在ted使用它 。
there are two general types .	有兩種一般的類型 。
now , here's the story .	現在 , 這是一個故事 。
but i will do a trial .	但我會做一個實驗 。
it's a ways out still .	它仍然是種方式 。
his vision was pretty poor .	他的願景非常貧窮 。
a voodoo experiment .	這是個巫毒實驗 。
you should have started with z .	你應該從z開始 。
earth is having a fever .	地球正在發燒 。
why would they cooperate ?	他們為什麼要合作 ?
so it was all about the data .	所以這一切都是關於數據的 。
i'm only kidding .	我只是開玩笑 。
the first step is attention training .	第一步是注意力訓練 。
it wasn't even out yet .	甚至還沒出去 。
it is time to scale this up .	該是擴大規模的時候了 。
to me , that represents hope .	對我來說 , 這代表了希望 。
that means we can do it again .	這意味著我們可以再做一次 。
it's not just another day .	這不僅僅是另一天 。
and i remember the first letter .	我記得第一封信 。
ks: yay !	ks:好啊 !
this is the view from the inside .	這是內在的景象 。
surfaces can become porous .	表面可以變成多孔 。
maybe some of them are here now .	也許有些人現在在這裡 。
poaching oh , no way .	盜獵喔 , 不可能 。
some shots go through quickly .	有些照片很快就會發生 。
we still use heparin today .	今天我們仍然使用海帕林 。
sixtyfive . wow .	六十五歲 。 哇 。
imagine that you run a cafe .	想像你經營咖啡 。
he went out and did an experiment .	他出去做了一個實驗 。
so what the hell was that ?	那到底是怎麼回事 ?
we all have to lead the change .	我們都必須領導改變 。
zabalaza .	zabalaza
will he be able to be normal ?	他能成為正常嗎 ?
titus was so bitter .	提多如此痛苦 。
pay up , because we did it .	付錢 , 因為我們做到了 。
actually , no , there are three .	事實上 , 不 , 有三種 。
or even a little bit like this ?	或甚至有點像這樣 ?
this is what it looks like .	這是它的樣子 。
let me tell you who i am .	讓我告訴你我是誰 。
this is one tough robot .	這是一個艱難的機器人 。
you really can make this change happen .	你真的可以讓改變發生 。
you can be that great generation . "	你可以是那個偉大的世代 。 」
you know who else is doing that ?	你知道還有誰在做這件事嗎 ?
what would we think of ourselves then ?	那我們該怎麼想呢 ?
maybe you saw discomfort .	也許你覺得不舒服 。
so dina , this is amazing .	迪娜 , 這很了不起 。
and we need to train them right .	我們需要訓練他們對 。
as it did in spain .	就像在西班牙一樣 。
nm: uh , sure .	諾曼:嗯 , 當然 。
and that's a simple question .	這是個簡單的問題 。
he speaks english .	他說英文 。
and so it should be with us .	所以我們應該要和我們一起 。
the second thing is video games .	第二件事是電玩 。
so here is normal speed .	這是正常的速度 。
there's still time to lead .	現在還有時間領導了 。
it was a historical day .	那是歷史性的日子 。
congratulations .	恭喜 。
you overcompensate .	你克服了成本 。
i became a parent .	我成了父母 。
idea number three is listening .	第三個想法是傾聽 。
pretty amazing , huh ?	很了不起 , 哈 ?
what kind of world is this ?	這是什麼樣的世界 ?
i'm kidding .	我開玩笑 。
i document dreams .	我記錄了夢想 。
we need to believe in ourselves .	我們需要相信自己 。
they were always best in class .	他們總是在課堂上最好 。
probably , like , none .	也許 , 沒有人會這樣 。
how many children did you have ?	你有多少孩子 ?
but he did have one thing .	但他確實有一件事 。
now , they are leaders .	現在 , 他們是領導者 。
and no one got killed .	沒有人被殺 。
and everyone was doing the same .	每個人都一樣 。
they become building steel .	他們開始建造鋼材 。
now , why does this happen ?	為什麼會這樣 ?
i've lost that count .	我失去了這個數目 。
cities are learning from each other .	城市彼此學習 。
they don't feel different .	他們感覺不一樣 。
it all sounds the same .	聽起來都一樣 。
that's the key thing .	這是關鍵 。
and roger helped me .	羅傑幫助了我 。
and it's pretty simple .	這很簡單 。
she's gone . "	她不見了 。 」
what percentage of the time ?	百分之多少時間 ?
they cross over .	他們跨越了 。
that would be a beautiful thing .	那會是個美麗的東西 。
not very well at all .	一點也不好 。
that's actually not true .	這其實不是真的 。
it's a new experience .	這是一種新的經驗 。
this is nine of them .	這是九個 。
so that's our job .	這就是我們的工作 。
but you can do other things .	但你可以做其他事情 。
so let's do that .	咱們來做吧 。
and lots of people watch .	很多人都在看 。
we stop ourselves from doing things .	我們阻止自己做事 。
the present you is hopeful .	現在你充滿希望 。
who do you think you are ?	你認為你是誰 ?
most parents would find that great .	大部分的父母都會覺得很棒 。
how do we create public space ?	我們要如何創造公共空間 ?
most of them work for companies .	他們大部分都是公司工作的 。
i do , in any case .	無論如何 , 我都有 。
who do you run away from ?	你要逃離誰 ?
they can cost you a lot .	他們可以花很多錢 。
they were very friendly .	他們非常友善 。
that leaves this white space .	那就離開了這個白色的空間 。
and almost every state has one .	幾乎每個州都有一個 。
stop running around starving .	不要再盯著飢餓 。
that plan has worked thanks .	這個計畫成功了謝謝 。
sometimes they agree .	有時候他們同意 。
he played . he won .	他玩了 。 他贏了 。
we live in the world together .	我們一起生活在世界 。
ca: thank you so much .	克里斯:非常謝謝 。
her name i did not know .	她的名字我不知道 。
it has sensors .	它有感應器 。
i totally lost it .	我完全失去了 。
it's between buildings .	它是建築物之間的 。
they felt empowered .	他們覺得被賦權了 。
what do you bring to it ?	你能帶給它什麼 ?
it's an old idea .	這是個古老的想法 。
i know they care a lot .	我知道他們在乎很多 。
five million people have taken it .	五百萬人接受了 。
" all right . ok . "	「 好 。 好 。 」
and you get something like this .	你得到像這樣的東西 。
it was in italy .	它在義大利 。
and it has more notes .	它有更多的音符 。
not quite ten percent .	不是百分之十
" did you hear me ? "	「 你有聽到我嗎 ? 」
and we are considered less .	我們被認為比較少 。
countries are going underwater .	國家會在水下移動 。
which really bothers me .	這真的讓我很困擾 。
and i believe there is .	我相信有 。
that is how we live .	這就是我們生活的方式 。
because it's easy .	因為它很容易 。
i had to step down .	我必須退一步 。
the ocean is everything else .	海洋是其他的 。
that's the end .	這就是結局 。
so there we have it .	所以 , 就這樣 。
we can fly around them .	我們可以飛來飛去 。
now you have another choice .	現在你還有另一個選擇 。
this is what we believe .	這就是我們所相信的 。
how do you even start ?	你要如何開始 ?
now , something else happened .	現在 , 其他事情發生了 。
here's his solution .	這是他的解決方案 。
that's not true .	這不是真的 。
it's not easy .	這並不容易 。
this is seaweed .	這是海草 。
thank you . thank you .	謝謝 。 謝謝 。
he nodded .	他點頭了 。
thank you very much .	謝謝大家 。
that , i am not .	我不是 。
thank you very much .	謝謝大家 。
i turn around . . .	我轉過身來......
thank you very much .	謝謝大家 。
thank you so much everyone .	非常謝謝大家 。
here's the first .	這是第一個 。
so that is a fact .	這是事實 。
thank you very much .	謝謝大家 。
your mental health ?	你的心理健康 ?
and we continue to build .	我們繼續建造 。
why ? he made you .	為什麼 ? 他為你創造了 。
i thought they were fun .	我以為他們很有趣 。
for example , personality .	例如 , 個人性 。
sometimes you will trip .	有時候你會去旅行 。
again , see number one .	再一次 , 看看第一名 。
" should we be there ?	「 我們該在那裡嗎 ?
ella is stuck .	艾拉被困住了 。
i never saw his face .	我從來沒有看過他的臉 。
question for you , though .	不過 , 對你來說 , 問題是 。
be us , be we .	做我們 , 做我們 。
we have to end this .	我們必須結束這一點 。
more complex interiors .	更複雜的內部 。
there were still fishes .	還有魚類 。
this week ? last week ?	上週 ? 上週 ?
i hope , i believe .	我希望 , 我相信 。
so step one . . .	所以 , 第一步......
where did this all begin ?	這一切從哪裡開始 ?
dana: that way .	丹娜:這樣 。
we have done it before .	我們以前做過 。
how do we do that ?	我們要怎麼做 ?
and what do you say ?	你要說什麼 ?
so curiosity .	所以好奇心 。
so what could this mean ?	這意味著什麼 ?
and we did good . "	我們做得很好 。 」
think about cpr .	想想cpr 。
" the business is on .	「 商業上台了 。
are we not children ?	我們不是孩子 ?
we married .	我們結婚了 。
don't tell .	別說 。
thank you so much .	謝謝大家 。
but that is great .	但那很棒 。
was that computer music ?	那台電腦音樂嗎 ?
we all have problems .	我們都有問題 。
so where are they ?	所以他們在哪裡 ?
you can see this .	你可以看到 。
it's not .	不是 。
let’s go .	咱們來吧 。
feeding time .	餵飽時間 。
what would i feel ?	我會感覺到什麼 ?
pretty good , right ?	好極了 , 對吧 ?
the body is political .	身體是政治的 。
maybe even deeply .	也許甚至更深入 。
one was jason .	第一位是傑森 。
little line down there .	下面那條小線 。
we can't .	我們不能 。
it was pretty hard .	這很困難 。
make it bigger .	讓它變大 。
my work thanks .	我的作品謝謝 。
i like being happy .	我喜歡快樂 。
we have both .	我們兩者都有 。
there it is .	就是這樣 。
this is important .	這很重要 。
have sex .	性愛 。
nothing at all .	完全沒有 。
they helped .	他們幫助了 。
they saw everything .	他們看到了一切 。
it really is .	這真的是 。
i made this .	我做了這個 。
doctor: now ?	醫生:現在 ?
but many die .	但很多人死了 。
open up now .	現在打開了 。
yes , more .	是的 , 更多 。
something stronger ?	有什麼更強大的東西 ?
then another thing .	接著 , 另一件事 。
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
deny .	否認 。
grouper ?	團體 ?
fear not .	恐懼不是 。
but why ?	但為什麼 ?
hi everybody .	大家好 。
shy ?	害羞嗎 ?
you know ?	你知道嗎 ?
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
thank you .	謝謝
no .	不 。
right ?	對吧 ?
right ?	對吧 ?
right ?	對吧 ?
order .	秩序 。
right ?	對吧 ?
each and every one of us needs educating .	我們每個人都需要教育 。
or rather , we get educated out of it .	相反地 , 我們從中受教育 。
rap , of course , rap freestyle .	當然 , 饒舌式自由式 。
he loved intellectual battle .	他熱愛智慧戰役 。
arthur samuel knew strategy .	亞瑟·薩姆爾知道策略 。
this wasn't invented recently .	最近這不是發明的 。
and i learned a whole bunch of really interesting stuff .	我學到了一大堆非常有趣的東西 。
but journalism isn't dead .	但記者並沒有死去 。
and so that seemed sufficiently interesting .	這似乎很有趣 。
most of our planet is in eternal darkness .	我們大部分的地球都處於永恆的黑暗中 。
so here we're looking from the south , look north .	這裡我們從南方看 , 看看北方 。
so i'd like to think it was a good sign .	所以我想知道這是一個很好的標誌 。
it's good for improving people's lives .	改善人們的生活是好事 。
and so this is something that we should be able to design .	這是我們應該能夠設計的東西 。
i'm going to give you just two examples today .	今天我要給你們兩個例子 。
but it doesn't happen automatically .	但它不會自動發生 。
it's not about individual recognition .	重點不是個人認知 。
but look at all the electrodes around it .	但看看周圍的電極 。
of course , these are extreme examples .	當然 , 這些都是極端的例子 。
we've covered purpose already .	我們已經有了目的 。
the bridge was far too flexible .	這座橋太靈活了 。
well , what did i do when i was a kid ?	我小時候做了什麼 ?
the same thing happens when you get something spinning .	同樣的事情發生在你轉動的時候 。
looked like a ladybug , right ?	看起來像一位女士 , 對吧 ?
this is the storage system that he designed .	這是他設計的儲存系統 。
it can hear , it holds memories .	它可以聽見 , 它會留下記憶 。
the first pattern always kind of shocked me .	第一個模式總是讓我震驚 。
what matters is that there are a lot of them .	重要的是 , 他們有很多 。
scientists tell us that vaccines are safe .	科學家告訴我們疫苗是安全的 。
clouds are blocking the view .	雲朵阻擋了觀點 。
but the bubble doesn't last long .	但泡泡並不長 。
would you call out your answers , please ?	你會打電話給你的答案嗎 ?
you also have this idea for bicycles .	你也有這個自行車的想法 。
now we're talking the potential for real change .	現在我們正在談論真正的改變的潛力 。
that is why millions of people doodle .	這就是為什麼數百萬人會塗鴉的原因 。
i was awakened once during the night .	我夜間醒來了一次 。
it was a really extraordinary moment .	這是一個非常特別的時刻 。
this is a hotel in bolivia .	這是波利維亞的旅館 。
and bell then goes on to explain to the students .	接著 , 貝爾繼續向學生解釋 。
so here's another few people trying it out .	這裡還有幾個人試試看 。
mentor: he had nowhere to hide .	導師:他無處可躲藏 。
the second lesson i learned is about harmony .	我學到的第二課是和諧 。
it's right here , let's use it .	就在這裡 , 讓我們用它 。
and he answered me , and it was pretty interesting .	他回答了我 , 這很有趣 。
and this is doug engelbart .	這是dougengelbart 。
best of all , images . just a simple image .	最棒的是 , 影像 。 只是一張簡單的圖像 。
but it just isn't changing fast enough .	但它不夠快 。
and it was the same everywhere . . .	到處都是一樣的......
and this was an inspiration to me .	這對我來說是個啟發 。
he said there's just not in demand .	他說 , 只是沒有需求 。
compassion is going to be limited .	同情心將會受到限制 。
they want to do it , too , and they can .	他們也想做 , 而且他們也可以 。
they cannot deal with multiplicity .	他們無法處理多重性 。
and i think they’re breathing .	我認為他們正在呼吸 。
well , the clerks are the computers .	嗯 , 任務是電腦 。
only the best ones can survive .	只有最好的人能存活下來 。
we're even doing this on purpose .	我們甚至在目的上做這件事 。
but hey , we're on ted time .	但 , 嘿 , 我們在ted的時候了 。
that's not what we're talking about .	這不是我們在談論的 。
well there's an answer that many people would give .	有很多人會給予答案 。
i promise , you'll love it .	我保證 , 你一定會喜歡 。
the rebels be rockin' .	反叛者是搖滾家 。
this would be truly incredible .	這真的很了不起 。
we don't have time to waste for that .	我們沒有時間浪費它 。
so again , that was a real good match .	同樣的 , 這是一個很好的比賽 。
that hurts me just to look at .	這讓我很痛苦 。
what's actually the scope of the problem ?	問題的規模到底是什麼 ?
and what you need to do is listen to your body .	你需要做的是聆聽你的身體 。
but i'm not here to talk about music today .	但今天我不是來這裡談音樂 。
we have some serious work still to do .	我們還有一些嚴肅的工作要做 。
this is a worldchanging invention .	這是一個改變世界的發明 。
and he was very , very sorry .	他很抱歉 。
we are the ones who share the stories online .	我們是網路上分享故事的人 。
more money , less drugs . hmm .	更多的錢 , 比較少的藥物 。 嗯 。
so you go to the doctor and get some tests .	所以你去看醫生 , 做一些測試 。
new ways of making electric transportation .	製造電動交通工具的新方法 。
and you should see me during the match .	你應該在比賽中看到我 。
have you ever been approached by strangers ?	你曾被陌生人接近過嗎 ?
i mean , i could tell you hundreds of them .	我的意思是 , 我可以告訴你數百個 。
how did you make all these people pay for music ? "	你怎麼讓這些人為音樂付錢 ? 」
of your team , only hedge can fit .	在你的團隊中 , 只有凌杰才能適合 。
pain is something that can make your life miserable .	痛苦會讓你的生活痛苦 。
the potential gains here are enormous .	這裡有很大的潛力 。
and boy , they were like , " what ? why ?	他們說: 「 什麼 ? 為什麼 ?
they put it in albany rather than new york .	他們把它放在阿爾巴尼 , 而不是紐約 。
and we knew that we were losing co2 .	我們知道我們正在失去二氧化碳 。
stairs add enormous drama .	樓梯會增加巨大的戲劇性 。
anyone can become a bitcoin miner .	任何人都可以成為比特幣礦工 。
i'm not diego rivera or something .	我不是迪哥里夫拉或其他的 。
this piece could fire a shell every four seconds .	這件作品每四秒都可以打開殼 。
but soon we realized we were novices .	但很快地 , 我們就意識到我們是偏見的 。
in angola or afghanistan .	在安哥拉或阿富汗 。
that's the pantheon next to it .	這是旁邊的萬神廟 。
and already today this is 25 , 000 images .	現在已經有兩萬五千張圖片了 。
clearly , i need to walk home from ted .	很顯然 , 我得要從ted回家 。
and perhaps in life , movements get better through learning .	也許在人生中 , 運動透過學習變得更好 。
no ? yes ? doesn't matter , it worked .	不是嗎 ? 無論如何 , 都行得通 。
so you're going to miss the earth again .	所以你再次錯過地球 。
i also know what i hope for for our girls .	我也知道我希望我們的女孩能做什麼 。
so let's talk for a moment about race .	讓我們來談談種族 。
they didn't want to buy his bread .	他們不想買他的麵包 。
yes , they chose a cartoon , ok ?	是的 , 他們選了一部漫畫 , 好嗎 ?
and someone sits down and draws a picture .	有人坐下來畫一張照片 。
i have a prescription for you .	我給你們一個處方 。
i basically force people to tell me what they think .	我基本上強迫人們告訴我他們的想法 。
now the amount of contraction is easy to control .	矛盾的數量很容易控制 。
and i had an armored organization at that point .	那時我有一個武裝組織 。
and you know what ? it's just the beginning .	你知道嗎 ? 這只是開端 。
the net of spies was really broad .	網絡非常廣泛 。
but no vehicles will need oil .	但沒有車輛需要石油 。
so is every part of her body , for that matter .	所以 , 她身體的每一個部位 , 都很重要 。
but once you're up , it's great .	但一旦你站起來 , 那很棒 。
so i say: share your truths .	所以我說:分享你的真相 。
dna and clinical data is the food .	dna和臨床資料是食物 。
i would do it all over again if i could . "	如果我可以的話 , 我會再做一次 。 」
i don't think we have to make that choice .	我不認為我們得要做出那個選擇 。
however , there is ample cause for hope .	然而 , 希望的成因很明顯 。
and it is a really weird thing to do .	這真的很奇怪 。
that's social . let's look at education .	這是社會 。 我們來看看教育 。
and what would you do if you knew what i know ?	如果你知道我知道什麼 , 你會怎麼做 ?
if not in yours , your children's lives .	如果你不在你身上 , 你的孩子的生活 。
i thought the looters had stolen everything .	我以為掠奪者偷走了一切 。
it's perhaps because we expect it to be easy .	也許是因為我們期待它很容易 。
but let's back up: what is fat ?	但 , 咱們回來談:脂肪是什麼 ?
everything is about your town , where you live .	一切都跟你住的地方有關 。
or maybe you see a topless sunbather .	或者 , 也許你看到一個無上層的日光浴 。
sk: it's really awful .	史:真的很糟 。
what did you see there and what did you do there ?	你在那裡看到什麼 ? 你在那裡做了什麼 ?
number five: entrepreneurship .	第五:企業家精神 。
it's beautiful and it's functional .	它很美 , 它是功能的 。
i'm trying , i'm trying .	我在嘗試 , 我在嘗試 。
it's really pretty remarkable .	這真的很了不起 。
now this is statistically impossible .	這是統計上不可能的 。
and that is the question we need to ask ourselves .	這就是我們需要問自己的問題 。
because they know that she needs to heal .	因為他們知道她需要治癒 。
here's a last exercise .	這是最後一個練習 。
bf: sevenclub juggling .	bf:7俱樂部在爭論 。
try again . try again: snow .	再試一次 。 再試一次:雪 。
and we were able to have a community meeting .	我們有了社區會議 。
a student missed 18 .	一位學生錯過18歲 。
and we're just playing here , right ?	我們只是在玩 , 對吧 ?
i will explain briefly what this is .	我會簡短解釋這是什麼 。
and it was gut wrenching .	而那是有罪的 。
i call it my freedom staff .	我稱它為我的自由工作人員 。
and do not believe that that isn't coming .	不要相信這不會發生 。
albert hands me the knife .	阿爾伯特遞給我刀 。
he named it homunculus .	他叫它homculus 。
and so the senate won in the end .	最後參議院贏了 。
but we also have stars and things as well .	但我們也有恆星和其他東西 。
and , of course , bad for me personally .	當然 , 對我個人來說很糟糕 。
we were attacking the wrong driver .	我們正在攻擊錯誤的司機 。
we dropped the sandwiches .	我們丟下了三明治 。
you don't have enough experts .	你沒有足夠的專家
but still , i love imagining it .	但 , 我仍然喜歡想像它 。
geologic process in action here .	地質過程在這裡 。
it was even taxdeductible .	甚至是稅收補貼 。
second is technical assistance .	第二 , 技術助理 。
look at the client base for this .	看看客戶的基礎 。
and people would come in and learn more about it .	人們會進來學習更多 。
it's almost like a reflex .	幾乎就像是反射 。
so i'm surprised .	我很驚訝 。
however , there's a catch .	然而 , 有一隻捕捉器 。
what exactly are they experiencing ?	他們經歷了什麼 ?
heroes like making speeches .	英雄就像演說一樣 。
and it was a huge success .	這是個大成功 。
but it doesn't have to be that way .	但它不一定是這樣 。
it's going to be machinereadable .	它將會是機器可擴展的 。
i didn't show you how to do that .	我沒有向各位展示如何做到 。
but humans weren't always like this .	但人類並不總是這樣 。
and these are also chemical factories .	這些也是化學工廠 。
so , i have a strange career .	所以 , 我有個奇怪的職涯 。
make it go away . make it go away . "	讓它消失 , 讓它消失 。 」
he said , " it's a what ? "	他說: 「 這是什麼 ? 」
we can actually see a human pulse .	我們可以看到人類脈搏 。
i'm so sorry to say that .	我很抱歉這樣說 。
and then we need to consume less .	然後我們需要減少消費 。
you've forgotten me forever .	你永遠忘了我 。
they are highly unpredictable .	他們非常不可預測 。
" i have a little web design company . "	「 我有一個網際網路設計公司 。 」
the first is zero tolerance .	第一個是零容忍 。
what percentage do you think switched ?	你認為開關的百分比是多少 ?
try and build a political settlement first .	首先 , 試著建立一個政治定居 。
